sample_id,sample_name,biosample,sample_description,latitude,longitude,geolocation,biome,biome_feature,biome_material,assembly_run_ids
ERS1110331,Unprocessed DNA and RNA from wastewater treatment plant communities,SAMEA3923197,36 samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1356697;ERR1356696
ERS1110333,Unprocessed DNA and RNA from wastewater treatment plant communities,SAMEA3923199,36 samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1356701;ERR1356700
ERS1110335,Unprocessed DNA and RNA from wastewater treatment plant communities,SAMEA3923201,36 samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1356705;ERR1356704
ERS1110350,Unprocessed DNA and RNA from wastewater treatment plant communities,SAMEA3923216,36 samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1356734;ERR1356735
ERS1110352,Unprocessed DNA and RNA from wastewater treatment plant communities,SAMEA3923218,36 samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1356738;ERR1356739
ERS1110354,Unprocessed DNA and RNA from wastewater treatment plant communities,SAMEA3923220,36 samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1356743;ERR1356742
ERS1110330,Unprocessed DNA and RNA from wastewater treatment plant communities,SAMEA3923196,36 samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1356695;ERR1356694
ERS1110332,Unprocessed DNA and RNA sequences from wastewater treatment plant communities,SAMEA3923198,36 samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1356699;ERR1356698
ERS1110351,Unprocessed DNA and RNA from wastewater treatment plant communities,SAMEA3923217,36 samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1356737;ERR1356736
ERS1110355,Unprocessed DNA and RNA from wastewater treatment plant communities,SAMEA3923221,36 samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1356745;ERR1356744
ERS1110357,Unprocessed DNA and RNA from wastewater treatment plant communities,SAMEA3923223,36 samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1356748;ERR1356749
ERS1110358,Unprocessed DNA and RNA from wastewater treatment plant communities,SAMEA3923224,36 samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1356751;ERR1356750
ERS1110329,Unprocessed DNA and RNA from wastewater treatment plant communities,SAMEA3923195,36 samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1356693;ERR1356692
ERS1110338,Unprocessed DNA and RNA from wastewater treatment plant communities,SAMEA3923204,36 samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1356710;ERR1356711
ERS1110339,Unprocessed DNA and RNA from wastewater treatment plant communities,SAMEA3923205,36 samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1356712;ERR1356713
ERS1110341,Unprocessed DNA and RNA from wastewater treatment plant communities,SAMEA3923207,36 samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1356717;ERR1356716
ERS1110359,Unprocessed DNA and RNA from wastewater treatment plant communities,SAMEA3923225,36 samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1356752;ERR1356753
ERS1110340,Unprocessed DNA and RNA from wastewater treatment plant communities,SAMEA3923206,36 samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1356714;ERR1356715
ERS1110342,Unprocessed DNA and RNA from wastewater treatment plant communities,SAMEA3923208,36 samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1356718;ERR1356719
ERS1110343,Unprocessed DNA and RNA from wastewater treatment plant communities,SAMEA3923209,36 samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1356721;ERR1356720
ERS1110344,Unprocessed DNA and RNA from wastewater treatment plant communities,SAMEA3923210,36 samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1356723;ERR1356722
ERS1110345,Unprocessed DNA and RNA from wastewater treatment plant communities,SAMEA3923211,36 samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1356725;ERR1356724
ERS1110347,Unprocessed DNA and RNA from wastewater treatment plant communities,SAMEA3923213,36 samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1356729;ERR1356728
ERS1110346,Unprocessed DNA and RNA from wastewater treatment plant communities,SAMEA3923212,36 samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1356726;ERR1356727
ERS1110348,Unprocessed DNA and RNA from wastewater treatment plant communities,SAMEA3923214,36 samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1356730;ERR1356731
ERS1110349,Unprocessed DNA and RNA from wastewater treatment plant communities,SAMEA3923215,36 samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1356733;ERR1356732
ERS1110363,Unprocessed DNA and RNA from wastewater treatment plant communities,SAMEA3923229,36 samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1356761;ERR1356760
ERS1110364,Unprocessed DNA and RNA from wastewater treatment plant communities,SAMEA3923230,36 samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1356763;ERR1356762
ERS1110334,Unprocessed DNA and RNA from wastewater treatment plant communities,SAMEA3923200,36 samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1356703;ERR1356702
ERS1110336,Unprocessed DNA and RNA from wastewater treatment plant communities,SAMEA3923202,36 samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1356707;ERR1356706
ERS1110353,Unprocessed DNA and RNA from wastewater treatment plant communities,SAMEA3923219,36 samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1356741;ERR1356740
ERS1110360,Unprocessed DNA and RNA from wastewater treatment plant communities,SAMEA3923226,36 samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1356754;ERR1356755
ERS1110361,Unprocessed DNA and RNA from wastewater treatment plant communities,SAMEA3923227,36 samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1356757;ERR1356756
ERS1110362,Unprocessed DNA and RNA from wastewater treatment plant communities,SAMEA3923228,36 samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1356758;ERR1356759
ERS1110337,Unprocessed DNA and RNA from wastewater treatment plant communities,SAMEA3923203,36 samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1356709;ERR1356708
ERS1110356,Unprocessed DNA and RNA from wastewater treatment plant communities,SAMEA3923222,36 samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1356746;ERR1356747
